SKU, Name, Supply Phase 1, Supply Phase 2 , Supply Phase 3, Supply Phase 4, Supply Phase 5 , LLC Pricing, Description, IsActive
159,2 x 8 - 24' #2 Douglas Fir,,,,,,,2 x 8 - 24' #2 Douglas Fir,Yes
160,2 x 8 - 26' #2 Douglas Fir,,,,,,,2 x 8 - 26' #2 Douglas Fir,Yes
161,2 x 8 - 28' #2 Douglas Fir,,,,,,,2 x 8 - 28' #2 Douglas Fir,Yes
162,2 x 10 - 8' #2 Douglas Fir,,,,,,,2 x 10 - 8' #2 Douglas Fir,Yes
163,2 x 10 - 10' #2 Douglas Fir,,,,,,,2 x 10 - 10' #2 Douglas Fir,Yes
164,2 x 10 - 12' #2 Douglas Fir,,,,,,,2 x 10 - 12' #2 Douglas Fir,Yes
165,2 x 10 - 14' #2 Douglas Fir,,,,,,,2 x 10 - 14' #2 Douglas Fir,Yes
166,2 x 10 - 16' #2 Douglas Fir,,,,,,,2 x 10 - 16' #2 Douglas Fir,Yes
167,2 x 10 - 18' #2 Douglas Fir,,,,,,,2 x 10 - 18' #2 Douglas Fir,Yes
168,2 x 10 - 20' #2 Douglas Fir,,,,,,,2 x 10 - 20' #2 Douglas Fir,Yes
169,2 x 10 - 22' #2 Douglas Fir,,,,,,,2 x 10 - 22' #2 Douglas Fir,Yes
170,2 x 10 - 24' #2 Douglas Fir,,,,,,,2 x 10 - 24' #2 Douglas Fir,Yes
171,2 x 10 - 26 #2 Douglas Fir,,,,,,,2 x 10 - 26 #2 Douglas Fir,Yes
172,2 x 10 - 28 #2 Douglas Fir,,,,,,,2 x 10 - 28 #2 Douglas Fir,Yes
173,2 x 12 - 8' #2 Douglas Fir,,,,,,,2 x 12 - 8' #2 Douglas Fir,Yes
174,2 x 12 - 10' #2 Douglas Fir,,,,,,,2 x 12 - 10' #2 Douglas Fir,Yes
175,2 x 12 - 12' #2 Douglas Fir,,,,,,,2 x 12 - 12' #2 Douglas Fir,Yes
176,2 x 12 - 14' #2 Douglas Fir,,,,,,,2 x 12 - 14' #2 Douglas Fir,Yes
177,2 x 12 - 16' #2 Douglas Fir,,,,,,,2 x 12 - 16' #2 Douglas Fir,Yes
178,2 x 12 - 18' #2 Douglas Fir,,,,,,,2 x 12 - 18' #2 Douglas Fir,Yes
179,2 x 12 - 20' #2 Douglas Fir,,,,,,,2 x 12 - 20' #2 Douglas Fir,Yes
180,2 x 12 - 22' #2 Douglas Fir,,,,,,,2 x 12 - 22' #2 Douglas Fir,Yes
181,2 x 12 - 24' #2 Douglas Fir,,,,,,,2 x 12 - 24' #2 Douglas Fir,Yes
182,2 x 12 - 26' #2 Douglas Fir,,,,,,,2 x 12 - 26' #2 Douglas Fir,Yes
183,2 x 12 - 28' #2 Douglas Fir,,,,,,,2 x 12 - 28' #2 Douglas Fir,Yes
184,2 x 4 R/L #3 Douglas Fir (12'-16'),,,,,,,2 x 4 R/L #3 Douglas Fir (12'-16'),Yes
185,2 x 4 - 8' #3 Douglas Fir,,,,,,,2 x 4 - 8' #3 Douglas Fir,Yes
186,2 x 4 - 10' #3 Douglas Fir,,,,,,,2 x 4 - 10' #3 Douglas Fir,Yes
187,2 x 4 - 12' #3 Douglas Fir,,,,,,,2 x 4 - 12' #3 Douglas Fir,Yes
188,2 x 4 - 14' #3 Douglas Fir,,,,,,,2 x 4 - 14' #3 Douglas Fir,Yes
189,2 x 4 - 16' #3 Douglas Fir,,,,,,,2 x 4 - 16' #3 Douglas Fir,Yes
190,2 x 4 - 18 #3 Douglas Fir,,,,,,,2 x 4 - 18 #3 Douglas Fir,Yes
191,2 x 6 R/L #3 Douglas Fir (12'-16'),,,,,,,2 x 6 R/L #3 Douglas Fir (12'-16'),Yes
192,2 x 6 - 8' #3 Douglas Fir,,,,,,,2 x 6 - 8' #3 Douglas Fir,Yes
193,2 x 6 - 10' #3 Douglas Fir,,,,,,,2 x 6 - 10' #3 Douglas Fir,Yes
194,2 x 6 - 12' #3 Douglas Fir,,,,,,,2 x 6 - 12' #3 Douglas Fir,Yes
195,2 x 6 - 14' #3 Douglas Fir,,,,,,,2 x 6 - 14' #3 Douglas Fir,Yes
196,2 x 6 - 16' #3 Douglas Fir,,,,,,,2 x 6 - 16' #3 Douglas Fir,Yes
197,2 x 6 - 18' #3 Douglas Fir,,,,,,,2 x 6 - 18' #3 Douglas Fir,Yes
198,2 x 6 - 20' #3 Douglas Fir,,,,,,,2 x 6 - 20' #3 Douglas Fir,Yes
199,2 x 6 - 22' #3 Douglas Fir,,,,,,,2 x 6 - 22' #3 Douglas Fir,Yes
200,2 x 6 - 24' #3 Douglas Fir,,,,,,,2 x 6 - 24' #3 Douglas Fir,Yes
201,2 x 6 - 26' #3 Douglas Fir,,,,,,,2 x 6 - 26' #3 Douglas Fir,Yes
202,2 x 6 - 28' #3 Douglas Fir,,,,,,,2 x 6 - 28' #3 Douglas Fir,Yes
203,2 x 8 - 8' #3 Douglas Fir,,,,,,,2 x 8 - 8' #3 Douglas Fir,Yes
204,2 x 8 - 10' #3 Douglas Fir,,,,,,,2 x 8 - 10' #3 Douglas Fir,Yes
205,2 x 8 - 12' #3 Douglas Fir,,,,,,,2 x 8 - 12' #3 Douglas Fir,Yes
206,2 x 8 - 14' #3 Douglas Fir,,,,,,,2 x 8 - 14' #3 Douglas Fir,Yes
207,2 x 8 - 16' #3 Douglas Fir,,,,,,,2 x 8 - 16' #3 Douglas Fir,Yes
208,2 x 8 - 18' #3 Douglas Fir,,,,,,,2 x 8 - 18' #3 Douglas Fir,Yes
209,2 x 8 - 20' #3 Douglas Fir,,,,,,,2 x 8 - 20' #3 Douglas Fir,Yes
210,2 x 8 - 22' #3 Douglas Fir,,,,,,,2 x 8 - 22' #3 Douglas Fir,Yes
211,2 x 8 - 24' #3 Douglas Fir,,,,,,,2 x 8 - 24' #3 Douglas Fir,Yes
212,2 x 8 - 26' #3 Douglas Fir,,,,,,,2 x 8 - 26' #3 Douglas Fir,Yes
213,2 x 8 - 28' #3 Douglas Fir,,,,,,,2 x 8 - 28' #3 Douglas Fir,Yes
214,2 x 10 - 8' #3 Douglas Fir,,,,,,,2 x 10 - 8' #3 Douglas Fir,Yes
215,2 x 10 - 10' #3 Douglas Fir,,,,,,,2 x 10 - 10' #3 Douglas Fir,Yes
216,2 x 10 - 12' #3 Douglas Fir,,,,,,,2 x 10 - 12' #3 Douglas Fir,Yes
217,2 x 10 - 14' #3 Douglas Fir,,,,,,,2 x 10 - 14' #3 Douglas Fir,Yes
218,2 x 10 - 16' #3 Douglas Fir,,,,,,,2 x 10 - 16' #3 Douglas Fir,Yes
219,2 x 10 - 18' #3 Douglas Fir,,,,,,,2 x 10 - 18' #3 Douglas Fir,Yes
220,2 x 10 - 20' #3 Douglas Fir,,,,,,,2 x 10 - 20' #3 Douglas Fir,Yes
221,2 x 10 - 22' #3 Douglas Fir,,,,,,,2 x 10 - 22' #3 Douglas Fir,Yes
222,2 x 10 - 24' #3 Douglas Fir,,,,,,,2 x 10 - 24' #3 Douglas Fir,Yes
223,2 x 10 - 26' #3 Douglas Fir,,,,,,,2 x 10 - 26' #3 Douglas Fir,Yes
224,2 x 10 - 28' #3 Douglas Fir,,,,,,,2 x 10 - 28' #3 Douglas Fir,Yes
225,2 x 12 - 8' #3 Douglas Fir,,,,,,,2 x 12 - 8' #3 Douglas Fir,Yes
226,2 x 12 - 10' #3 Douglas Fir,,,,,,,2 x 12 - 10' #3 Douglas Fir,Yes
227,2 x 12 - 12' #3 Douglas Fir,,,,,,,2 x 12 - 12' #3 Douglas Fir,Yes
228,2 x 12 - 14' #3 Douglas Fir,,,,,,,2 x 12 - 14' #3 Douglas Fir,Yes
229,2 x 12 - 16' #3 Douglas Fir,,,,,,,2 x 12 - 16' #3 Douglas Fir,Yes
230,2 x 12 - 18' #3 Douglas Fir,,,,,,,2 x 12 - 18' #3 Douglas Fir,Yes
231,2 x 12 - 20' #3 Douglas Fir,,,,,,,2 x 12 - 20' #3 Douglas Fir,Yes
232,2 x 12 - 22' #3 Douglas Fir,,,,,,,2 x 12 - 22' #3 Douglas Fir,Yes
233,2 x 12 - 24' #3 Douglas Fir,,,,,,,2 x 12 - 24' #3 Douglas Fir,Yes
234,2 x 12 - 26' #3 Douglas Fir,,,,,,,2 x 12 - 26' #3 Douglas Fir,Yes
235,2 x 12 - 28' #3 Douglas Fir,,,,,,,2 x 12 - 28' #3 Douglas Fir,Yes
236,2 x 4 R/L #2 Hem-Fir (12'-16'),,,,,,,2 x 4 R/L #2 Hem-Fir (12'-16'),Yes
237,2 x 4 - 8' #2 Hem-Fir,,,,,,,2 x 4 - 8' #2 Hem-Fir,Yes
238,2 x 4 - 10' #2 Hem-Fir,,,,,,,2 x 4 - 10' #2 Hem-Fir,Yes
239,2 x 4 - 12' #2 Hem-Fir,,,,,,,2 x 4 - 12' #2 Hem-Fir,Yes
240,2 x 4 - 14' #2 Hem-Fir,,,,,,,2 x 4 - 14' #2 Hem-Fir,Yes
241,2 x 4 - 16' #2 Hem-Fir,,,,,,,2 x 4 - 16' #2 Hem-Fir,Yes
242,2 x 4 - 18' #2 Hem-Fir,,,,,,,2 x 4 - 18' #2 Hem-Fir,Yes
243,2 x 4 - 20' #2 Hem-Fir,,,,,,,2 x 4 - 20' #2 Hem-Fir,Yes
244,2 x 6 R/L #2 Hem-Fir (12'-16'),,,,,,,2 x 6 R/L #2 Hem-Fir (12'-16'),Yes
245,2 x 6 - 8' #2 Hem-Fir,,,,,,,2 x 6 - 8' #2 Hem-Fir,Yes
246,2 x 6 - 10' #2 Hem-Fir,,,,,,,2 x 6 - 10' #2 Hem-Fir,Yes
247,2 x 6 - 12' #2 Hem-Fir,,,,,,,2 x 6 - 12' #2 Hem-Fir,Yes
248,2 x 6 - 14' #2 Hem-Fir,,,,,,,2 x 6 - 14' #2 Hem-Fir,Yes
249,2 x 6 - 16' #2 Hem-Fir,,,,,,,2 x 6 - 16' #2 Hem-Fir,Yes
250,2 x 6 - 18' #2 Hem-Fir,,,,,,,2 x 6 - 18' #2 Hem-Fir,Yes
251,2 x 6 - 20' #2 Hem-Fir,,,,,,,2 x 6 - 20' #2 Hem-Fir,Yes
252,2 x 6 - 22' #2 Hem-Fir,,,,,,,2 x 6 - 22' #2 Hem-Fir,Yes
253,2 x 6 - 24' #2 Hem-Fir,,,,,,,2 x 6 - 24' #2 Hem-Fir,Yes
254,2 x 8 - 8' #2 Hem-Fir,,,,,,,2 x 8 - 8' #2 Hem-Fir,Yes
255,2 x 8 - 10' #2 Hem-Fir,,,,,,,2 x 8 - 10' #2 Hem-Fir,Yes
256,2 x 8 - 12' #2 Hem-Fir,,,,,,,2 x 8 - 12' #2 Hem-Fir,Yes
257,2 x 8 - 14' #2 Hem-Fir,,,,,,,2 x 8 - 14' #2 Hem-Fir,Yes
258,2 x 8 - 16' #2 Hem-Fir,,,,,,,2 x 8 - 16' #2 Hem-Fir,Yes
259,2 x 8 - 18' #2 Hem-Fir,,,,,,,2 x 8 - 18' #2 Hem-Fir,Yes
260,2 x 8 - 20' #2 Hem-Fir,,,,,,,2 x 8 - 20' #2 Hem-Fir,Yes
261,2 x 8 - 22' #2 Hem-Fir,,,,,,,2 x 8 - 22' #2 Hem-Fir,Yes
262,2 x 8 - 24' #2 Hem-Fir,,,,,,,2 x 8 - 24' #2 Hem-Fir,Yes
263,2 x 8 - 26' #2 Hem-Fir,,,,,,,2 x 8 - 26' #2 Hem-Fir,Yes
264,2 x 8 - 28' #2 Hem-Fir,,,,,,,2 x 8 - 28' #2 Hem-Fir,Yes
265,2 x 10 - 8' #2 Hem-Fir,,,,,,,2 x 10 - 8' #2 Hem-Fir,Yes
266,2 x 10 - 10' #2 Hem-Fir,,,,,,,2 x 10 - 10' #2 Hem-Fir,Yes
267,2 x 10 - 12' #2 Hem-Fir,,,,,,,2 x 10 - 12' #2 Hem-Fir,Yes
268,2 x 10 - 14' #2 Hem-Fir,,,,,,,2 x 10 - 14' #2 Hem-Fir,Yes
269,2 x 10 - 16' #2 Hem-Fir,,,,,,,2 x 10 - 16' #2 Hem-Fir,Yes
270,2 x 10 - 18' #2 Hem-Fir,,,,,,,2 x 10 - 18' #2 Hem-Fir,Yes
271,2 x 10 - 20' #2 Hem-Fir,,,,,,,2 x 10 - 20' #2 Hem-Fir,Yes
272,2 x 10 - 22' #2 Hem-Fir,,,,,,,2 x 10 - 22' #2 Hem-Fir,Yes
273,2 x 10 - 24' #2 Hem-Fir,,,,,,,2 x 10 - 24' #2 Hem-Fir,Yes
274,2 x 10 - 26 #2 Hem-Fir,,,,,,,2 x 10 - 26 #2 Hem-Fir,Yes
275,2 x 10 - 28 #2 Hem-Fir,,,,,,,2 x 10 - 28 #2 Hem-Fir,Yes
276,2 x 12 - 8' #2 Hem-Fir,,,,,,,2 x 12 - 8' #2 Hem-Fir,Yes
277,2 x 12 - 10' #2 Hem-Fir,,,,,,,2 x 12 - 10' #2 Hem-Fir,Yes
278,2 x 12 - 12' #2 Hem-Fir,,,,,,,2 x 12 - 12' #2 Hem-Fir,Yes
279,2 x 12 - 14' #2 Hem-Fir,,,,,,,2 x 12 - 14' #2 Hem-Fir,Yes
280,2 x 12 - 16' #2 Hem-Fir,,,,,,,2 x 12 - 16' #2 Hem-Fir,Yes
281,2 x 12 - 18' #2 Hem-Fir,,,,,,,2 x 12 - 18' #2 Hem-Fir,Yes
282,2 x 12 - 20' #2 Hem-Fir,,,,,,,2 x 12 - 20' #2 Hem-Fir,Yes
283,2 x 12 - 22' #2 Hem-Fir,,,,,,,2 x 12 - 22' #2 Hem-Fir,Yes
284,2 x 12 - 24' #2 Hem-Fir,,,,,,,2 x 12 - 24' #2 Hem-Fir,Yes
285,2 x 12 - 26' #2 Hem-Fir,,,,,,,2 x 12 - 26' #2 Hem-Fir,Yes
286,2 x 12 - 28' #2 Hem-Fir,,,,,,,2 x 12 - 28' #2 Hem-Fir,Yes
287,2 x 4 R/L #3 Hem-Fir (12'-16'),,,,,,,2 x 4 R/L #3 Hem-Fir (12'-16'),Yes
288,2 x 4 - 8' #3 Hem-Fir,,,,,,,2 x 4 - 8' #3 Hem-Fir,Yes
289,2 x 4 - 10' #3 Hem-Fir,,,,,,,2 x 4 - 10' #3 Hem-Fir,Yes
290,2 x 4 - 12' #3 Hem-Fir,,,,,,,2 x 4 - 12' #3 Hem-Fir,Yes
291,2 x 4 - 14' #3 Hem-Fir,,,,,,,2 x 4 - 14' #3 Hem-Fir,Yes
292,2 x 4 - 16' #3 Hem-Fir,,,,,,,2 x 4 - 16' #3 Hem-Fir,Yes
293,2 x 4 - 18 #3 Hem-Fir,,,,,,,2 x 4 - 18 #3 Hem-Fir,Yes
294,2 x 6 R/L #3 Hem-Fir (12'-16'),,,,,,,2 x 6 R/L #3 Hem-Fir (12'-16'),Yes
295,2 x 6 - 8' #3 Hem-Fir,,,,,,,2 x 6 - 8' #3 Hem-Fir,Yes
296,2 x 6 - 10' #3 Hem-Fir,,,,,,,2 x 6 - 10' #3 Hem-Fir,Yes
297,2 x 6 - 12' #3 Hem-Fir,,,,,,,2 x 6 - 12' #3 Hem-Fir,Yes
298,2 x 6 - 14' #3 Hem-Fir,,,,,,,2 x 6 - 14' #3 Hem-Fir,Yes
299,2 x 6 - 16' #3 Hem-Fir,,,,,,,2 x 6 - 16' #3 Hem-Fir,Yes
300,2 x 6 - 18' #3 Hem-Fir,,,,,,,2 x 6 - 18' #3 Hem-Fir,Yes
301,2 x 6 - 20' #3 Hem-Fir,,,,,,,2 x 6 - 20' #3 Hem-Fir,Yes
302,2 x 6 - 22' #3 Hem-Fir,,,,,,,2 x 6 - 22' #3 Hem-Fir,Yes
303,2 x 6 - 24' #3 Hem-Fir,,,,,,,2 x 6 - 24' #3 Hem-Fir,Yes
304,2 x 6 - 26' #3 Hem-Fir,,,,,,,2 x 6 - 26' #3 Hem-Fir,Yes
305,2 x 6 - 28' #3 Hem-Fir,,,,,,,2 x 6 - 28' #3 Hem-Fir,Yes
306,2 x 8 - 8' #3 Hem-Fir,,,,,,,2 x 8 - 8' #3 Hem-Fir,Yes
307,2 x 8 - 10' #3 Hem-Fir,,,,,,,2 x 8 - 10' #3 Hem-Fir,Yes
308,2 x 8 - 12' #3 Hem-Fir,,,,,,,2 x 8 - 12' #3 Hem-Fir,Yes
309,2 x 8 - 14' #3 Hem-Fir,,,,,,,2 x 8 - 14' #3 Hem-Fir,Yes
310,2 x 8 - 16' #3 Hem-Fir,,,,,,,2 x 8 - 16' #3 Hem-Fir,Yes
311,2 x 8 - 18' #3 Hem-Fir,,,,,,,2 x 8 - 18' #3 Hem-Fir,Yes
312,2 x 8 - 20' #3 Hem-Fir,,,,,,,2 x 8 - 20' #3 Hem-Fir,Yes
313,2 x 8 - 22' #3 Hem-Fir,,,,,,,2 x 8 - 22' #3 Hem-Fir,Yes
314,2 x 8 - 24' #3 Hem-Fir,,,,,,,2 x 8 - 24' #3 Hem-Fir,Yes
315,2 x 8 - 26' #3 Hem-Fir,,,,,,,2 x 8 - 26' #3 Hem-Fir,Yes
316,2 x 8 - 28' #3 Hem-Fir,,,,,,,2 x 8 - 28' #3 Hem-Fir,Yes
317,2 x 10 - 8' #3 Hem-Fir,,,,,,,2 x 10 - 8' #3 Hem-Fir,Yes
318,2 x 10 - 10' #3 Hem-Fir,,,,,,,2 x 10 - 10' #3 Hem-Fir,Yes
319,2 x 10 - 12' #3 Hem-Fir,,,,,,,2 x 10 - 12' #3 Hem-Fir,Yes
320,2 x 10 - 14' #3 Hem-Fir,,,,,,,2 x 10 - 14' #3 Hem-Fir,Yes
321,2 x 10 - 16' #3 Hem-Fir,,,,,,,2 x 10 - 16' #3 Hem-Fir,Yes
322,2 x 10 - 18' #3 Hem-Fir,,,,,,,2 x 10 - 18' #3 Hem-Fir,Yes
323,2 x 10 - 20' #3 Hem-Fir,,,,,,,2 x 10 - 20' #3 Hem-Fir,Yes
324,2 x 10 - 22' #3 Hem-Fir,,,,,,,2 x 10 - 22' #3 Hem-Fir,Yes
325,2 x 10 - 24' #3 Hem-Fir,,,,,,,2 x 10 - 24' #3 Hem-Fir,Yes
326,2 x 10 - 26' #3 Hem-Fir,,,,,,,2 x 10 - 26' #3 Hem-Fir,Yes
327,2 x 10 - 28' #3 Hem-Fir,,,,,,,2 x 10 - 28' #3 Hem-Fir,Yes
328,2 x 12 - 8' #3 Hem-Fir,,,,,,,2 x 12 - 8' #3 Hem-Fir,Yes
329,2 x 12 - 10' #3 Hem-Fir,,,,,,,2 x 12 - 10' #3 Hem-Fir,Yes
330,2 x 12 - 12' #3 Hem-Fir,,,,,,,2 x 12 - 12' #3 Hem-Fir,Yes
331,2 x 12 - 14' #3 Hem-Fir,,,,,,,2 x 12 - 14' #3 Hem-Fir,Yes
332,2 x 12 - 16' #3 Hem-Fir,,,,,,,2 x 12 - 16' #3 Hem-Fir,Yes
333,2 x 12 - 18' #3 Hem-Fir,,,,,,,2 x 12 - 18' #3 Hem-Fir,Yes
334,2 x 12 - 20' #3 Hem-Fir,,,,,,,2 x 12 - 20' #3 Hem-Fir,Yes
335,2 x 12 - 22' #3 Hem-Fir,,,,,,,2 x 12 - 22' #3 Hem-Fir,Yes
